,verb,"NP V that S{first, past}","NP V that S{third, past}","NP V that S{first, present}","NP V that S{third, present}","NP be V that S{first, past}","NP be V that S{third, past}","NP be V that S{first, present}","NP be V that S{third, present}","NP be V to VP[+eventive]{first, past}","NP be V to VP[+eventive]{third, past}","NP be V to VP[+eventive]{first, present}","NP be V to VP[+eventive]{third, present}","NP V to VP[+eventive]{first, past}","NP V to VP[+eventive]{third, past}","NP V to VP[+eventive]{first, present}","NP V to VP[+eventive]{third, present}","NP V to VP[-eventive]{first, past}","NP V to VP[-eventive]{third, past}","NP V to VP[-eventive]{first, present}","NP V to VP[-eventive]{third, present}","NP be V to VP[-eventive]{first, past}","NP be V to VP[-eventive]{third, past}","NP be V to VP[-eventive]{first, present}","NP be V to VP[-eventive]{third, present}",tense: past,tense: present,subject: first,subject: third,total
0,abhor,0.399,0.399,0.399,0.399,0.40099999999999997,0.40099999999999997,0.40099999999999997,0.40099999999999997,0.189,0.189,0.189,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0.29316666666666674,0.4200000000000001,0.32775,0.32199999999999995,0.324875
1,absolve,0,0,0,0,0,0,0,0,0,0,0,0,0.418,0.418,0.418,0.418,0,0,0,0,0,0,0,0,0.3375,0,0.25699999999999995,0.418,0.3375
2,accept,0.45499999999999996,0.45499999999999996,0.45499999999999996,0.45499999999999996,0,0,0,0,0.365,0.365,0.365,0.365,0,0,0,0,0.6049999999999999,0.6049999999999999,0.6049999999999999,0.6049999999999999,0,0,0,0,0.4649999999999999,0.5083333333333333,0.48966666666666664,0.4836666666666666,0.4866666666666667
3,acclaim,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.39,0.39,0.39,0,0,0,0,0.45,0.45,0.45,0.45,0.39875,0.4109999999999999,0.36766666666666664,0.43799999999999994,0.4028333333333333
4,acknowledge,0.352,0.352,0.352,0.352,0,0,0,0,0,0,0,0,0.48900000000000005,0.48900000000000005,0.48900000000000005,0.48900000000000005,0.5199999999999999,0.5199999999999999,0.5199999999999999,0.5199999999999999,0.42699999999999994,0.42699999999999994,0.42699999999999994,0.42699999999999994,0.43362500000000004,0.463,0.42100000000000004,0.4714285714285714,0.44621428571428573
5,add,0.31799999999999995,0.31799999999999995,0.31799999999999995,0.31799999999999995,0,0,0,0,0.279,0.279,0.279,0.279,0.346,0.346,0.346,0.346,0,0,0,0,0,0,0,0,0.3051666666666667,0.2955,0.31775000000000003,0.28775000000000006,0.30274999999999996
6,address,0.354,0.354,0.354,0.354,0.197,0.197,0.197,0.197,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0.35783333333333334,0.35200000000000004,0.42400000000000004,0.28875,0.356375
7,admire,0.335,0.335,0.335,0.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32649999999999996,0.36150000000000004,0.321,0.3786666666666667,0.34983333333333333
8,admit,0.41100000000000003,0.41100000000000003,0.41100000000000003,0.41100000000000003,0,0,0,0,0.38699999999999996,0.38699999999999996,0.38699999999999996,0.38699999999999996,0.502,0.502,0.502,0.502,0.43699999999999994,0.43699999999999994,0.43699999999999994,0.43699999999999994,0.6239999999999999,0.6239999999999999,0.6239999999999999,0.6239999999999999,0.42729999999999996,0.46925000000000006,0.36871428571428577,0.5098571428571429,0.4392857142857143
9,admonish,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.32799999999999996,0.32799999999999996,0.32799999999999996,0.32799999999999996,0.38,0.38,0.38,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.3265,0.35975,0.34700000000000003,0.3326,0.3398
10,adore,0.309,0.309,0.309,0.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32049999999999995,0.257,0.2865,0.29100000000000004,0.28875
11,advertise,0.254,0.254,0.254,0.254,0,0,0,0,0,0,0,0,0.28700000000000003,0.28700000000000003,0.28700000000000003,0.28700000000000003,0.37300000000000005,0.37300000000000005,0.37300000000000005,0.37300000000000005,0,0,0,0,0.2688333333333333,0.2745,0.2688333333333333,0.2745,0.27166666666666667
12,advise,0.358,0.358,0.358,0.358,0.413,0.413,0.413,0.413,0.4450000000000001,0.4450000000000001,0.4450000000000001,0.4450000000000001,0.584,0.584,0.584,0.584,0.5249999999999999,0.5249999999999999,0.5249999999999999,0.5249999999999999,0.591,0.591,0.591,0.591,0.438,0.48237499999999994,0.41879999999999995,0.4927,0.45575000000000004
13,advocate,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.45999999999999996,0,0,0,0,0.3950000000000001,0.3950000000000001,0.3950000000000001,0.3950000000000001,0.47300000000000003,0.47300000000000003,0.47300000000000003,0.47300000000000003,0.371,0.371,0.371,0.371,0.462,0.462,0.462,0.462,0.43140000000000006,0.48075,0.46357142857142863,0.42742857142857144,0.4455
14,affect,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0.3795,0,0.42600000000000005,0.333,0.3795
15,affirm,0.5289999999999999,0.5289999999999999,0.5289999999999999,0.5289999999999999,0,0,0,0,0,0,0,0,0.472,0.472,0.472,0.472,0.35,0.35,0.35,0.35,0.45899999999999996,0.45899999999999996,0.45899999999999996,0.45899999999999996,0.437375,0.480875,0.44525,0.47300000000000003,0.45912500000000006
16,afford,0,0,0,0,0,0,0,0,0,0,0,0,0.6319999999999999,0.6319999999999999,0.6319999999999999,0.6319999999999999,0.21999999999999997,0.21999999999999997,0.21999999999999997,0.21999999999999997,0.351,0.351,0.351,0.351,0.3915,0,0.382,0.40099999999999997,0.3915
17,affront,0,0,0,0,0,0,0,0,0.41100000000000003,0.41100000000000003,0.41100000000000003,0.41100000000000003,0.446,0.446,0.446,0.446,0,0,0,0,0,0,0,0,0.417,0,0.40549999999999997,0.4285,0.417
18,aggravate,0,0,0,0,0.276,0.276,0.276,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3265,0.296,0.33333333333333326,0.27899999999999997,0.3061666666666667
19,aggrieve,0,0,0,0,0,0,0,0,0.327,0.327,0.327,0.327,0,0,0,0,0,0,0,0,0,0,0,0,0.3475,0,0.368,0.327,0.3475
20,agitate,0,0,0,0,0.297,0.297,0.297,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.227,0.227,0.227,0.259,0.46749999999999997,0.36450000000000005,0.362,0.36324999999999996
21,agonize,0.164,0.164,0.164,0.164,0.43200000000000005,0.43200000000000005,0.43200000000000005,0.43200000000000005,0.25199999999999995,0.25199999999999995,0.25199999999999995,0.25199999999999995,0.33599999999999997,0.33599999999999997,0.33599999999999997,0.33599999999999997,0.44399999999999995,0.44399999999999995,0.44399999999999995,0.44399999999999995,0.244,0.244,0.244,0.244,0.30366666666666664,0.2855,0.29163636363636364,0.2991818181818182,0.2954090909090909
22,agree,0.553,0.553,0.553,0.553,0,0,0,0,0,0,0,0,0.5579999999999999,0.5579999999999999,0.5579999999999999,0.5579999999999999,0.49000000000000005,0.49000000000000005,0.49000000000000005,0.49000000000000005,0,0,0,0,0.5538333333333333,0.49900000000000005,0.5320000000000001,0.5208333333333334,0.5264166666666665
23,aim,0,0,0,0,0,0,0,0,0.33699999999999997,0.33699999999999997,0.33699999999999997,0.33699999999999997,0.48599999999999993,0.48599999999999993,0.48599999999999993,0.48599999999999993,0.309,0.309,0.309,0.309,0,0,0,0,0.3635,0.4421666666666667,0.4058333333333334,0.3998333333333334,0.4028333333333334
24,alarm,0.278,0.278,0.278,0.278,0.317,0.317,0.317,0.317,0.273,0.273,0.273,0.273,0,0,0,0,0,0,0,0,0.251,0.251,0.251,0.251,0.292375,0.34049999999999997,0.3018571428571428,0.3241428571428572,0.313
25,alert,0.19599999999999998,0.19599999999999998,0.19599999999999998,0.19599999999999998,0.275,0.275,0.275,0.275,0.369,0.369,0.369,0.369,0.282,0.282,0.282,0.282,0.375,0.375,0.375,0.375,0.417,0.417,0.417,0.417,0.3190833333333333,0.2446666666666667,0.3086666666666667,0.2798888888888889,0.29427777777777775
26,allege,0.45600000000000007,0.45600000000000007,0.45600000000000007,0.45600000000000007,0.34400000000000003,0.34400000000000003,0.34400000000000003,0.34400000000000003,0.493,0.493,0.493,0.493,0.367,0.367,0.367,0.367,0.591,0.591,0.591,0.591,0.594,0.594,0.594,0.594,0.43625,0.5583,0.45736363636363625,0.5260909090909092,0.49172727272727274
27,allow,0,0,0,0,0,0,0,0,0.357,0.357,0.357,0.357,0.512,0.512,0.512,0.512,0.53,0.53,0.53,0.53,0.355,0.355,0.355,0.355,0.442375,0.54625,0.45033333333333325,0.5036666666666666,0.477
28,amaze,0,0,0,0,0.256,0.256,0.256,0.256,0.361,0.361,0.361,0.361,0,0,0,0,0,0,0,0,0.31100000000000005,0.31100000000000005,0.31100000000000005,0.31100000000000005,0.30550000000000005,0.20983333333333334,0.2641666666666667,0.25116666666666665,0.25766666666666665
29,amuse,0,0,0,0,0.24499999999999997,0.24499999999999997,0.24499999999999997,0.24499999999999997,0.31899999999999995,0.31899999999999995,0.31899999999999995,0.31899999999999995,0,0,0,0,0,0,0,0,0.265,0.265,0.265,0.265,0.25566666666666665,0.29900000000000004,0.25566666666666665,0.299,0.2773333333333333
30,analyze,0.321,0.321,0.321,0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.36574999999999996,0.389,0.35100000000000003,0.39599999999999996,0.3735
31,anger,0,0,0,0,0.19,0.19,0.19,0.19,0.28500000000000003,0.28500000000000003,0.28500000000000003,0.28500000000000003,0,0,0,0,0,0,0,0,0.338,0.338,0.338,0.338,0.28916666666666674,0.31399999999999995,0.3096,0.28859999999999997,0.29910000000000003
32,anguish,0,0,0,0,0.43599999999999994,0.43599999999999994,0.43599999999999994,0.43599999999999994,0.30199999999999994,0.30199999999999994,0.30199999999999994,0.30199999999999994,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.246,0.246,0.246,0.246,0.258,0.258,0.258,0.258,0.2836,0.27266666666666667,0.257,0.302,0.27949999999999997
33,annotate,0.316,0.316,0.316,0.316,0,0,0,0,0,0,0,0,0,0,0,0,0.489,0.489,0.489,0.489,0,0,0,0,0.31775000000000003,0,0.233,0.40249999999999997,0.31775000000000003
34,announce,0.369,0.369,0.369,0.369,0,0,0,0,0,0,0,0,0,0,0,0,0.288,0.288,0.288,0.288,0.426,0.426,0.426,0.426,0.33699999999999997,0.3525,0.3354,0.35100000000000003,0.3432
35,annoy,0,0,0,0,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.41800000000000004,0.41800000000000004,0.41800000000000004,0.41800000000000004,0.3819999999999999,0.24166666666666667,0.292,0.3316666666666667,0.31183333333333335
36,answer,0.21199999999999997,0.21199999999999997,0.21199999999999997,0.21199999999999997,0,0,0,0,0,0,0,0,0.332,0.332,0.332,0.332,0,0,0,0,0,0,0,0,0.35775,0.45,0.417,0.39075,0.40387500000000004
37,anticipate,0.509,0.509,0.509,0.509,0,0,0,0,0.675,0.675,0.675,0.675,0.605,0.605,0.605,0.605,0,0,0,0,0.4749999999999999,0.4749999999999999,0.4749999999999999,0.4749999999999999,0.5563750000000001,0.5713333333333332,0.5635714285714286,0.5619999999999999,0.5627857142857142
38,apologize,0.24300000000000002,0.24300000000000002,0.24300000000000002,0.24300000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1715,0,0.1,0.24300000000000002,0.1715
39,appall,0,0,0,0,0.296,0.296,0.296,0.296,0.287,0.287,0.287,0.287,0,0,0,0,0,0,0,0,0.307,0.307,0.307,0.307,0.26966666666666667,0.2925,0.25079999999999997,0.3068,0.27880000000000005
40,appeal,0.417,0.417,0.417,0.417,0,0,0,0,0.32799999999999996,0.32799999999999996,0.32799999999999996,0.32799999999999996,0.39,0.39,0.39,0.39,0,0,0,0,0,0,0,0,0.4115,0.437,0.421,0.41475,0.417875
41,appear,0,0,0,0,0,0,0,0,0,0,0,0,0.673,0.673,0.673,0.673,0.86,0.86,0.86,0.86,0,0,0,0,0.7697499999999999,0.64825,0.662,0.756,0.709
42,appease,0,0,0,0,0,0,0,0,0.43200000000000005,0.43200000000000005,0.43200000000000005,0.43200000000000005,0.43,0.43,0.43,0.43,0,0,0,0,0.41200000000000003,0.41200000000000003,0.41200000000000003,0.41200000000000003,0.3538333333333333,0.4175,0.3246,0.434,0.3793000000000001
43,applaud,0.244,0.244,0.244,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28300000000000003,0.28300000000000003,0.28300000000000003,0.28300000000000003,0.288,0.3355,0.3556666666666667,0.252,0.30383333333333334
44,apply,0,0,0,0,0,0,0,0,0,0,0,0,0.307,0.307,0.307,0.307,0,0,0,0,0,0,0,0,0.27549999999999997,0.32675,0.29300000000000004,0.32633333333333336,0.30966666666666665
45,appoint,0,0,0,0,0,0,0,0,0.4640000000000001,0.4640000000000001,0.4640000000000001,0.4640000000000001,0,0,0,0,0,0,0,0,0.371,0.371,0.371,0.371,0.45275,0.36150000000000004,0.4335,0.38075000000000003,0.407125
46,appraise,0,0,0,0,0.312,0.312,0.312,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3075,0,0.30300000000000005,0.312,0.3075
47,appreciate,0.35500000000000004,0.35500000000000004,0.35500000000000004,0.35500000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0.28800000000000003,0.28800000000000003,0.28800000000000003,0.28800000000000003,0,0,0,0,0.33549999999999996,0.3335,0.3363333333333334,0.3333333333333333,0.3348333333333333
48,approach,0,0,0,0,0,0,0,0,0.26,0.26,0.26,0.26,0.345,0.345,0.345,0.345,0,0,0,0,0,0,0,0,0.31124999999999997,0.376,0.3473333333333334,0.31833333333333336,0.33283333333333337
49,approve,0.47000000000000003,0.47000000000000003,0.47000000000000003,0.47000000000000003,0,0,0,0,0.21900000000000003,0.21900000000000003,0.21900000000000003,0.21900000000000003,0.33199999999999996,0.33199999999999996,0.33199999999999996,0.33199999999999996,0.352,0.352,0.352,0.352,0.476,0.476,0.476,0.476,0.3785,0.41137499999999994,0.41466666666666674,0.3715555555555557,0.39311111111111113
50,argue,0.385,0.385,0.385,0.385,0,0,0,0,0,0,0,0,0.23900000000000005,0.23900000000000005,0.23900000000000005,0.23900000000000005,0.39099999999999996,0.39099999999999996,0.39099999999999996,0.39099999999999996,0.5210000000000001,0.5210000000000001,0.5210000000000001,0.5210000000000001,0.35687499999999994,0.32366666666666666,0.3232857142857143,0.362,0.34264285714285714
51,arouse,0,0,0,0,0.24900000000000003,0.24900000000000003,0.24900000000000003,0.24900000000000003,0.306,0.306,0.306,0.306,0,0,0,0,0.28900000000000003,0.28900000000000003,0.28900000000000003,0.28900000000000003,0.45199999999999996,0.45199999999999996,0.45199999999999996,0.45199999999999996,0.3005,0.2906666666666667,0.28628571428571425,0.3062857142857143,0.2962857142857143
52,arrange,0.344,0.344,0.344,0.344,0,0,0,0,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.425,0.425,0.425,0.425,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.3868,0.43637499999999996,0.43188888888888893,0.3857777777777778,0.4088333333333333
53,articulate,0.31599999999999995,0.31599999999999995,0.31599999999999995,0.31599999999999995,0,0,0,0,0,0,0,0,0.488,0.488,0.488,0.488,0.22200000000000003,0.22200000000000003,0.22200000000000003,0.22200000000000003,0,0,0,0,0.3638333333333333,0.32999999999999996,0.36750000000000005,0.34325,0.355375
54,ascertain,0.366,0.366,0.366,0.366,0,0,0,0,0,0,0,0,0,0,0,0,0.414,0.414,0.414,0.414,0.42400000000000004,0.42400000000000004,0.42400000000000004,0.42400000000000004,0.41866666666666674,0.4566666666666667,0.4691666666666667,0.4061666666666667,0.43766666666666676
55,ask,0,0,0,0,0,0,0,0,0.426,0.426,0.426,0.426,0.27999999999999997,0.27999999999999997,0.27999999999999997,0.27999999999999997,0.43500000000000005,0.43500000000000005,0.43500000000000005,0.43500000000000005,0,0,0,0,0.3333333333333333,0.4003333333333333,0.32783333333333337,0.4058333333333333,0.3668333333333333
56,assert,0.278,0.278,0.278,0.278,0,0,0,0,0,0,0,0,0.429,0.429,0.429,0.429,0.344,0.344,0.344,0.344,0,0,0,0,0.34833333333333344,0.43499999999999994,0.37075,0.36924999999999997,0.37
57,assess,0.514,0.514,0.514,0.514,0,0,0,0,0.5549999999999999,0.5549999999999999,0.5549999999999999,0.5549999999999999,0,0,0,0,0,0,0,0,0.4720000000000001,0.4720000000000001,0.4720000000000001,0.4720000000000001,0.4765000000000001,0.39049999999999996,0.42975,0.48025,0.45499999999999996
58,assign,0,0,0,0,0,0,0,0,0.524,0.524,0.524,0.524,0.495,0.495,0.495,0.495,0,0,0,0,0.527,0.527,0.527,0.527,0.44949999999999996,0.40825000000000006,0.3822,0.4838,0.433
59,assume,0.41400000000000003,0.41400000000000003,0.41400000000000003,0.41400000000000003,0,0,0,0,0.597,0.597,0.597,0.597,0,0,0,0,0.521,0.521,0.521,0.521,0.6619999999999999,0.6619999999999999,0.6619999999999999,0.6619999999999999,0.531625,0.565375,0.5271250000000001,0.569875,0.5485
60,assure,0.388,0.388,0.388,0.388,0.362,0.362,0.362,0.362,0.30700000000000005,0.30700000000000005,0.30700000000000005,0.30700000000000005,0,0,0,0,0.311,0.311,0.311,0.311,0.38100000000000006,0.38100000000000006,0.38100000000000006,0.38100000000000006,0.3386000000000001,0.4006666666666668,0.35462499999999997,0.36912500000000004,0.361875
61,astonish,0,0,0,0,0.33699999999999997,0.33699999999999997,0.33699999999999997,0.33699999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0.359,0.359,0.359,0.359,0.34325,0.292,0.29924999999999996,0.336,0.317625
62,astound,0,0,0,0,0.279,0.279,0.279,0.279,0.259,0.259,0.259,0.259,0,0,0,0,0,0,0,0,0.326,0.326,0.326,0.326,0.27083333333333326,0.2875,0.25800000000000006,0.30033333333333334,0.2791666666666667
63,attempt,0,0,0,0,0,0,0,0,0,0,0,0,0.313,0.313,0.313,0.313,0.417,0.417,0.417,0.417,0,0,0,0,0.30774999999999997,0.43550000000000005,0.325,0.41825,0.371625
64,attest,0.493,0.493,0.493,0.493,0,0,0,0,0,0,0,0,0,0,0,0,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.469,0.469,0.469,0.469,0.40733333333333327,0.489,0.37049999999999994,0.485,0.42774999999999996
65,audit,0,0,0,0,0,0,0,0,0.45200000000000007,0.45200000000000007,0.45200000000000007,0.45200000000000007,0,0,0,0,0,0,0,0,0,0,0,0,0.3645,0,0.277,0.45200000000000007,0.3645
66,authorize,0.341,0.341,0.341,0.341,0,0,0,0,0.47700000000000004,0.47700000000000004,0.47700000000000004,0.47700000000000004,0.25600000000000006,0.25600000000000006,0.25600000000000006,0.25600000000000006,0,0,0,0,0.377,0.377,0.377,0.377,0.364,0.36283333333333334,0.3648571428571428,0.36214285714285716,0.3635
67,awe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35200000000000004,0.35200000000000004,0.35200000000000004,0.35200000000000004,0.32500000000000007,0.40499999999999997,0.34450000000000003,0.38549999999999995,0.365
68,babble,0.306,0.306,0.306,0.306,0,0,0,0,0,0,0,0,0.28200000000000003,0.28200000000000003,0.28200000000000003,0.28200000000000003,0.312,0.312,0.312,0.312,0,0,0,0,0.30400000000000005,0.3135,0.3144,0.3012,0.3078
69,back,0.4640000000000001,0.4640000000000001,0.4640000000000001,0.4640000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4795,0,0.4950000000000001,0.4640000000000001,0.4795
70,badger,0,0,0,0,0,0,0,0,0.32999999999999996,0.32999999999999996,0.32999999999999996,0.32999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0.34099999999999997,0.1895,0.256,0.2745,0.26525
71,baffle,0,0,0,0,0.189,0.189,0.189,0.189,0.197,0.197,0.197,0.197,0,0,0,0,0,0,0,0,0.392,0.392,0.392,0.392,0.27866666666666673,0.33525,0.3048,0.2978,0.30129999999999996
72,banter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0.471,0.471,0.471,0,0,0,0,0.453,0,0.43499999999999994,0.471,0.453
73,bargain,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.385,0.385,0.385,0.189,0.189,0.189,0.189,0,0,0,0,0.30274999999999996,0.36125,0.33899999999999997,0.325,0.332
74,bark,0.41200000000000003,0.41200000000000003,0.41200000000000003,0.41200000000000003,0,0,0,0,0,0,0,0,0.31500000000000006,0.31500000000000006,0.31500000000000006,0.31500000000000006,0.101,0.101,0.101,0.101,0,0,0,0,0.24699999999999997,0.26999999999999996,0.24400000000000005,0.2615,0.25275
75,be,0,0,0,0,0,0,0,0,0,0,0,0,0.778,0.778,0.778,0.778,0.798,0.798,0.798,0.798,0,0,0,0,0.80525,0,0.8225000000000001,0.7879999999999999,0.80525
76,beam,0.303,0.303,0.303,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0.321,0.321,0.321,0.321,0,0,0,0,0.31475,0.2835,0.3006666666666667,0.308,0.30433333333333334
77,bear,0,0,0,0,0,0,0,0,0.558,0.558,0.558,0.558,0,0,0,0,0,0,0,0,0,0,0,0,0.42349999999999993,0,0.28900000000000003,0.558,0.42349999999999993
78,befuddle,0,0,0,0,0.196,0.196,0.196,0.196,0,0,0,0,0,0,0,0,0,0,0,0,0.44400000000000006,0.44400000000000006,0.44400000000000006,0.44400000000000006,0.34525,0.3655,0.36266666666666664,0.3413333333333333,0.352
79,beg,0,0,0,0,0,0,0,0,0.4159999999999999,0.4159999999999999,0.4159999999999999,0.4159999999999999,0.46499999999999997,0.46499999999999997,0.46499999999999997,0.46499999999999997,0.19499999999999998,0.19499999999999998,0.19499999999999998,0.19499999999999998,0.175,0.175,0.175,0.175,0.27325,0.328125,0.290875,0.3105,0.3006875
80,begin,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0.255,0.255,0.255,0.49800000000000005,0.49800000000000005,0.49800000000000005,0.49800000000000005,0,0,0,0,0.374,0.4149999999999999,0.38766666666666666,0.3876666666666667,0.38766666666666666
81,believe,0.754,0.754,0.754,0.754,0.42700000000000005,0.42700000000000005,0.42700000000000005,0.42700000000000005,0.7030000000000001,0.7030000000000001,0.7030000000000001,0.7030000000000001,0,0,0,0,0.5930000000000001,0.5930000000000001,0.5930000000000001,0.5930000000000001,0.7460000000000001,0.7460000000000001,0.7460000000000001,0.7460000000000001,0.6346,0.6843333333333333,0.64625,0.6602500000000001,0.6532500000000001
82,belittle,0,0,0,0,0,0,0,0,0.37299999999999994,0.37299999999999994,0.37299999999999994,0.37299999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0.3545,0,0.336,0.37299999999999994,0.3545
83,bellow,0.29,0.29,0.29,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.53,0.53,0.53,0,0,0,0,0.35925,0.3065,0.284,0.3993333333333334,0.3416666666666667
84,beseech,0,0,0,0,0,0,0,0,0.296,0.296,0.296,0.296,0,0,0,0,0,0,0,0,0,0,0,0,0.31200000000000006,0,0.328,0.296,0.31200000000000006
85,bet,0.31099999999999994,0.31099999999999994,0.31099999999999994,0.31099999999999994,0.396,0.396,0.396,0.396,0.44400000000000006,0.44400000000000006,0.44400000000000006,0.44400000000000006,0,0,0,0,0.34700000000000003,0.34700000000000003,0.34700000000000003,0.34700000000000003,0,0,0,0,0.36950000000000005,0.47074999999999995,0.40800000000000003,0.3985,0.40325
86,bewilder,0,0,0,0,0.11200000000000002,0.11200000000000002,0.11200000000000002,0.11200000000000002,0.605,0.605,0.605,0.605,0,0,0,0,0,0,0,0,0,0,0,0,0.26275,0.272,0.2165,0.31825000000000003,0.26737500000000003
87,bicker,0.20800000000000002,0.20800000000000002,0.20800000000000002,0.20800000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26849999999999996,0.27699999999999997,0.29400000000000004,0.25149999999999995,0.27275
88,bitch,0.36700000000000005,0.36700000000000005,0.36700000000000005,0.36700000000000005,0,0,0,0,0,0,0,0,0.40099999999999997,0.40099999999999997,0.40099999999999997,0.40099999999999997,0.276,0.276,0.276,0.276,0,0,0,0,0.361,0.251,0.3145,0.3525,0.3335
89,blame,0,0,0,0,0.28300000000000003,0.28300000000000003,0.28300000000000003,0.28300000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.31975000000000003,0.2745,0.22725,0.367,0.29712500000000003
90,blare,0.34700000000000003,0.34700000000000003,0.34700000000000003,0.34700000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31850000000000006,0,0.29,0.34700000000000003,0.31850000000000006
91,blast,0.383,0.383,0.383,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0.242,0.383,0.3125
92,bleat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2800000000000001,0.2800000000000001,0.2800000000000001,0.2800000000000001,0,0,0,0,0.33249999999999996,0,0.38500000000000006,0.2800000000000001,0.33249999999999996
93,bless,0,0,0,0,0.28700000000000003,0.28700000000000003,0.28700000000000003,0.28700000000000003,0.383,0.383,0.383,0.383,0,0,0,0,0,0,0,0,0.321,0.321,0.321,0.321,0.339,0.36600000000000005,0.36674999999999996,0.32475,0.34575
94,blog,0.26499999999999996,0.26499999999999996,0.26499999999999996,0.26499999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46049999999999985,0.22949999999999998,0.5025000000000001,0.18749999999999997,0.345
95,bluff,0.28900000000000003,0.28900000000000003,0.28900000000000003,0.28900000000000003,0,0,0,0,0,0,0,0,0.16599999999999998,0.16599999999999998,0.16599999999999998,0.16599999999999998,0.325,0.325,0.325,0.325,0,0,0,0,0.3203333333333333,0.279,0.35850000000000004,0.2615,0.31
96,bluster,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0.178,0.178,0.178,0,0,0,0,0,0,0,0,0.199,0,0.21999999999999997,0.178,0.199
97,boast,0.291,0.291,0.291,0.291,0,0,0,0,0,0,0,0,0,0,0,0,0.382,0.382,0.382,0.382,0,0,0,0,0.26,0.2325,0.23925000000000002,0.25325,0.24625
98,boggle,0,0,0,0,0.382,0.382,0.382,0.382,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0.368,0.368,0.368,0.32475,0.2815,0.25866666666666666,0.362,0.31033333333333335
99,bore,0,0,0,0,0.4149999999999999,0.4149999999999999,0.4149999999999999,0.4149999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0.262,0.262,0.262,0.344,0,0.34950000000000003,0.33849999999999997,0.344
100,bother,0,0,0,0,0.337,0.337,0.337,0.337,0.155,0.155,0.155,0.155,0.615,0.615,0.615,0.615,0.269,0.269,0.269,0.269,0.24900000000000003,0.24900000000000003,0.24900000000000003,0.24900000000000003,0.3359000000000001,0.341125,0.35233333333333333,0.32411111111111107,0.3382222222222222
101,brag,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0,0,0,0,0,0,0,0,0.23200000000000004,0.23200000000000004,0.23200000000000004,0.23200000000000004,0,0,0,0,0,0,0,0,0.21725,0.27749999999999997,0.20833333333333334,0.26633333333333337,0.23733333333333334
