,verb,"NP V that S{first, past}","NP V that S{third, past}","NP V that S{first, present}","NP V that S{third, present}","NP be V that S{first, past}","NP be V that S{third, past}","NP be V that S{first, present}","NP be V that S{third, present}","NP be V to VP[+eventive]{first, past}","NP be V to VP[+eventive]{third, past}","NP be V to VP[+eventive]{first, present}","NP be V to VP[+eventive]{third, present}","NP V to VP[+eventive]{first, past}","NP V to VP[+eventive]{third, past}","NP V to VP[+eventive]{first, present}","NP V to VP[+eventive]{third, present}","NP V to VP[-eventive]{first, past}","NP V to VP[-eventive]{third, past}","NP V to VP[-eventive]{first, present}","NP V to VP[-eventive]{third, present}","NP be V to VP[-eventive]{first, past}","NP be V to VP[-eventive]{third, past}","NP be V to VP[-eventive]{first, present}","NP be V to VP[-eventive]{third, present}",tense: past,tense: present,subject: first,subject: third,total
466,incense,0,0,0,0,0.32300000000000006,0.32300000000000006,0.32300000000000006,0.32300000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358,0.2185,0.32849999999999996,0.248,0.28825
467,incite,0,0,0,0,0,0,0,0,0.36200000000000004,0.36200000000000004,0.36200000000000004,0.36200000000000004,0.383,0.383,0.383,0.383,0,0,0,0,0,0,0,0,0.386,0.4175,0.3843333333333333,0.4086666666666666,0.39649999999999996
468,include,0.328,0.328,0.328,0.328,0,0,0,0,0.462,0.462,0.462,0.462,0,0,0,0,0,0,0,0,0.46799999999999997,0.46799999999999997,0.46799999999999997,0.46799999999999997,0.3416666666666666,0.372,0.2836,0.424,0.3538
469,indicate,0.505,0.505,0.505,0.505,0,0,0,0,0.535,0.535,0.535,0.535,0,0,0,0,0.445,0.445,0.445,0.445,0.45899999999999996,0.45899999999999996,0.45899999999999996,0.45899999999999996,0.45062499999999994,0.48600000000000004,0.41720000000000007,0.4982,0.45769999999999994
470,indict,0.325,0.325,0.325,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38699999999999996,0.4130000000000001,0.4114999999999999,0.38850000000000007,0.39999999999999997
471,induce,0.399,0.399,0.399,0.399,0,0,0,0,0.28300000000000003,0.28300000000000003,0.28300000000000003,0.28300000000000003,0,0,0,0,0,0,0,0,0.31399999999999995,0.31399999999999995,0.31399999999999995,0.31399999999999995,0.3791666666666667,0.34950000000000003,0.38520000000000004,0.3494,0.3673
472,infer,0.5359999999999999,0.5359999999999999,0.5359999999999999,0.5359999999999999,0,0,0,0,0.356,0.356,0.356,0.356,0.42700000000000005,0.42700000000000005,0.42700000000000005,0.42700000000000005,0.382,0.382,0.382,0.382,0.5319999999999999,0.5319999999999999,0.5319999999999999,0.5319999999999999,0.4424,0.47725,0.43228571428571433,0.4724285714285713,0.45235714285714285
473,influence,0,0,0,0,0.545,0.545,0.545,0.545,0.265,0.265,0.265,0.265,0,0,0,0,0,0,0,0,0.172,0.172,0.172,0.172,0.3389999999999999,0.40199999999999997,0.3485,0.361,0.35475
474,inform,0,0,0,0,0.18000000000000002,0.18000000000000002,0.18000000000000002,0.18000000000000002,0.29700000000000004,0.29700000000000004,0.29700000000000004,0.29700000000000004,0,0,0,0,0,0,0,0,0.369,0.369,0.369,0.369,0.274,0.28550000000000003,0.31920000000000004,0.23799999999999996,0.2786
475,infuriate,0,0,0,0,0.406,0.406,0.406,0.406,0.374,0.374,0.374,0.374,0,0,0,0,0,0,0,0,0.4800000000000001,0.4800000000000001,0.4800000000000001,0.4800000000000001,0.32883333333333337,0.22575000000000003,0.22939999999999997,0.3458,0.28759999999999997
476,initiate,0,0,0,0,0,0,0,0,0.51,0.51,0.51,0.51,0.473,0.473,0.473,0.473,0,0,0,0,0.265,0.265,0.265,0.265,0.3934999999999999,0.16499999999999998,0.31525,0.35750000000000004,0.336375
477,inquire,0.279,0.279,0.279,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0.40700000000000003,0.40700000000000003,0.40700000000000003,0.40700000000000003,0,0,0,0,0.26725,0.3025,0.20133333333333334,0.3566666666666667,0.27899999999999997
478,inscribe,0.27,0.27,0.27,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2985,0,0.327,0.27,0.2985
479,insert,0.39,0.39,0.39,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33799999999999997,0.4005000000000001,0.3155,0.42300000000000004,0.36924999999999997
480,insinuate,0.38999999999999996,0.38999999999999996,0.38999999999999996,0.38999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0.542,0.542,0.542,0.542,0.323,0.323,0.323,0.323,0.43616666666666665,0.45249999999999996,0.44125,0.43925000000000003,0.44025
481,insist,0.38300000000000006,0.38300000000000006,0.38300000000000006,0.38300000000000006,0,0,0,0,0,0,0,0,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.466,0.466,0.466,0.466,0.375,0.375,0.375,0.375,0.38475000000000004,0.4598333333333333,0.39942857142857147,0.4344285714285715,0.4169285714285715
482,inspect,0.49899999999999994,0.49899999999999994,0.49899999999999994,0.49899999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33999999999999997,0.358,0.2635,0.4345,0.34900000000000003
483,inspire,0,0,0,0,0,0,0,0,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.42400000000000004,0.42400000000000004,0.42400000000000004,0.42400000000000004,0.28300000000000003,0.28300000000000003,0.28300000000000003,0.28300000000000003,0.388,0.388,0.388,0.388,0.4055000000000001,0.4358333333333334,0.3955714285714286,0.4414285714285714,0.4185
484,instigate,0.49800000000000005,0.49800000000000005,0.49800000000000005,0.49800000000000005,0,0,0,0,0.45199999999999996,0.45199999999999996,0.45199999999999996,0.45199999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0.40049999999999997,0,0.326,0.4749999999999999,0.40049999999999997
485,instruct,0,0,0,0,0.37099999999999994,0.37099999999999994,0.37099999999999994,0.37099999999999994,0.48600000000000004,0.48600000000000004,0.48600000000000004,0.48600000000000004,0.42400000000000004,0.42400000000000004,0.42400000000000004,0.42400000000000004,0.49799999999999994,0.49799999999999994,0.49799999999999994,0.49799999999999994,0.369,0.369,0.369,0.369,0.38669999999999993,0.383625,0.3442222222222222,0.4264444444444444,0.38533333333333325
486,insult,0,0,0,0,0.382,0.382,0.382,0.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31000000000000005,0.3285,0.246,0.3925,0.31925
487,insure,0.44299999999999995,0.44299999999999995,0.44299999999999995,0.44299999999999995,0,0,0,0,0.229,0.229,0.229,0.229,0,0,0,0,0,0,0,0,0.175,0.175,0.175,0.175,0.34633333333333327,0,0.41033333333333327,0.2823333333333334,0.34633333333333327
488,intend,0,0,0,0,0,0,0,0,0.5910000000000001,0.5910000000000001,0.5910000000000001,0.5910000000000001,0.6559999999999999,0.6559999999999999,0.6559999999999999,0.6559999999999999,0.548,0.548,0.548,0.548,0.5419999999999999,0.5419999999999999,0.5419999999999999,0.5419999999999999,0.577625,0.725,0.6443333333333335,0.6091666666666667,0.62675
489,intercept,0.458,0.458,0.458,0.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40549999999999997,0,0.35300000000000004,0.458,0.40549999999999997
490,interest,0,0,0,0,0.24500000000000002,0.24500000000000002,0.24500000000000002,0.24500000000000002,0.433,0.433,0.433,0.433,0,0,0,0,0,0,0,0,0.33899999999999997,0.33899999999999997,0.33899999999999997,0.33899999999999997,0.4028333333333334,0.3605,0.41720000000000007,0.3545999999999999,0.3859
491,interject,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42400000000000004,0.42400000000000004,0.42400000000000004,0.42400000000000004,0,0,0,0,0.43,0.296,0.371,0.355,0.363
492,interpret,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0.492,0.492,0.492,0.5277499999999999,0.41875,0.49049999999999994,0.45600000000000007,0.47325
493,interview,0,0,0,0,0,0,0,0,0.13399999999999998,0.13399999999999998,0.13399999999999998,0.13399999999999998,0.28300000000000003,0.28300000000000003,0.28300000000000003,0.28300000000000003,0,0,0,0,0.254,0.254,0.254,0.254,0.24416666666666667,0.3,0.28475,0.23149999999999998,0.258125
494,intimate,0.385,0.385,0.385,0.385,0,0,0,0,0.365,0.365,0.365,0.365,0,0,0,0,0,0,0,0,0,0,0,0,0.34375,0.40049999999999997,0.33433333333333337,0.391,0.36266666666666664
495,intimidate,0,0,0,0,0.18599999999999997,0.18599999999999997,0.18599999999999997,0.18599999999999997,0.198,0.198,0.198,0.198,0,0,0,0,0,0,0,0,0,0,0,0,0.17625000000000002,0.25650000000000006,0.223,0.20975000000000002,0.21637500000000004
496,intrigue,0,0,0,0,0.223,0.223,0.223,0.223,0.505,0.505,0.505,0.505,0,0,0,0,0,0,0,0,0,0,0,0,0.27075,0.27175000000000005,0.21950000000000003,0.323,0.27125
497,investigate,0.329,0.329,0.329,0.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414,0.414,0.414,0.414,0.30875,0,0.246,0.37150000000000005,0.30875
498,invigorate,0,0,0,0,0.295,0.295,0.295,0.295,0.21000000000000002,0.21000000000000002,0.21000000000000002,0.21000000000000002,0,0,0,0,0,0,0,0,0.4800000000000001,0.4800000000000001,0.4800000000000001,0.4800000000000001,0.3081666666666667,0.38100000000000006,0.37359999999999993,0.301,0.3373
499,invite,0,0,0,0,0,0,0,0,0.233,0.233,0.233,0.233,0,0,0,0,0,0,0,0,0.4789999999999999,0.4789999999999999,0.4789999999999999,0.4789999999999999,0.35875,0.28825,0.32375,0.32325,0.3235
500,irk,0,0,0,0,0.211,0.211,0.211,0.211,0.4149999999999999,0.4149999999999999,0.4149999999999999,0.4149999999999999,0,0,0,0,0,0,0,0,0.29,0.29,0.29,0.29,0.3203333333333333,0.31933333333333336,0.33683333333333326,0.30283333333333334,0.3198333333333333
501,irritate,0,0,0,0,0.43600000000000005,0.43600000000000005,0.43600000000000005,0.43600000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0.22999999999999998,0.22999999999999998,0.22999999999999998,0.22999999999999998,0.29874999999999996,0.32125000000000004,0.28475,0.33525,0.30999999999999994
502,jabber,0.48200000000000004,0.48200000000000004,0.48200000000000004,0.48200000000000004,0,0,0,0,0,0,0,0,0.381,0.381,0.381,0.381,0,0,0,0,0,0,0,0,0.36174999999999996,0.3525,0.3256666666666667,0.39166666666666666,0.35866666666666674
503,jade,0,0,0,0,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2765000000000001,0.2715000000000001,0.23900000000000002,0.30900000000000005,0.274
504,jar,0,0,0,0,0.308,0.308,0.308,0.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3485000000000001,0,0.38899999999999996,0.308,0.3485000000000001
505,jeer,0.193,0.193,0.193,0.193,0,0,0,0,0,0,0,0,0.23200000000000004,0.23200000000000004,0.23200000000000004,0.23200000000000004,0,0,0,0,0,0,0,0,0.18250000000000002,0,0.1525,0.2125,0.18250000000000002
506,jest,0.40599999999999997,0.40599999999999997,0.40599999999999997,0.40599999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0.23999999999999994,0.23999999999999994,0.23999999999999994,0.23999999999999994,0,0,0,0,0.34775,0.368,0.3426666666666666,0.36633333333333334,0.3544999999999999
507,joke,0.358,0.358,0.358,0.358,0,0,0,0,0,0,0,0,0,0,0,0,0.42400000000000004,0.42400000000000004,0.42400000000000004,0.42400000000000004,0.45,0.45,0.45,0.45,0.37433333333333335,0.25916666666666666,0.2725,0.36100000000000004,0.3167499999999999
508,judge,0.386,0.386,0.386,0.386,0.4710000000000001,0.4710000000000001,0.4710000000000001,0.4710000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0.388,0.388,0.388,0.388,0.3733333333333333,0.499,0.3746,0.47259999999999996,0.4236
509,jump,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.26,0.26,0.26,0,0,0,0,0,0,0,0,0.2905,0.233,0.284,0.23950000000000005,0.26175000000000004
510,justify,0.293,0.293,0.293,0.293,0,0,0,0,0.358,0.358,0.358,0.358,0,0,0,0,0.29400000000000004,0.29400000000000004,0.29400000000000004,0.29400000000000004,0,0,0,0,0.3440000000000001,0.5755,0.425,0.37875000000000003,0.401875
511,keep,0,0,0,0,0,0,0,0,0.39499999999999996,0.39499999999999996,0.39499999999999996,0.39499999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0.42449999999999993,0,0.454,0.39499999999999996,0.42449999999999993
512,kid,0.497,0.497,0.497,0.497,0,0,0,0,0,0,0,0,0,0,0,0,0.254,0.254,0.254,0.254,0,0,0,0,0.347,0.2285,0.2946666666666666,0.32033333333333336,0.3074999999999999
513,know,0.121,0.121,0.121,0.121,0,0,0,0,0.41,0.41,0.41,0.41,0.404,0.404,0.404,0.404,0.24699999999999997,0.24699999999999997,0.24699999999999997,0.24699999999999997,0.6579999999999999,0.6579999999999999,0.6579999999999999,0.6579999999999999,0.3637,0.40099999999999997,0.34511111111111104,0.41544444444444445,0.3802777777777777
514,laud,0,0,0,0,0,0,0,0,0.34400000000000003,0.34400000000000003,0.34400000000000003,0.34400000000000003,0,0,0,0,0,0,0,0,0.393,0.393,0.393,0.393,0.33849999999999997,0.38575,0.33449999999999996,0.38975,0.362125
515,laugh,0.203,0.203,0.203,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2445,0.19299999999999998,0.23900000000000002,0.19849999999999998,0.21875
516,lead,0,0,0,0,0,0,0,0,0.34199999999999997,0.34199999999999997,0.34199999999999997,0.34199999999999997,0.42699999999999994,0.42699999999999994,0.42699999999999994,0.42699999999999994,0,0,0,0,0.46399999999999997,0.46399999999999997,0.46399999999999997,0.46399999999999997,0.3985000000000001,0,0.386,0.411,0.3985000000000001
517,leak,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0.184,0.20800000000000002,0.251,0.22949999999999998
518,learn,0.453,0.453,0.453,0.453,0,0,0,0,0,0,0,0,0.261,0.261,0.261,0.261,0,0,0,0,0,0,0,0,0.38175,0.27825,0.3645,0.2955,0.32999999999999996
519,lecture,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.41000000000000003,0,0,0,0,0.457,0.457,0.457,0.457,0,0,0,0,0,0,0,0,0,0,0,0,0.33425000000000005,0.3665,0.262,0.4387499999999999,0.350375
520,legislate,0.331,0.331,0.331,0.331,0,0,0,0,0.38300000000000006,0.38300000000000006,0.38300000000000006,0.38300000000000006,0.531,0.531,0.531,0.531,0,0,0,0,0,0,0,0,0.3676666666666667,0.36800000000000005,0.34625000000000006,0.38925,0.36775
521,license,0,0,0,0,0,0,0,0,0.328,0.328,0.328,0.328,0,0,0,0,0.23299999999999996,0.23299999999999996,0.23299999999999996,0.23299999999999996,0.12300000000000003,0.12300000000000003,0.12300000000000003,0.12300000000000003,0.21749999999999997,0.23149999999999996,0.1956,0.25060000000000004,0.22309999999999997
522,lie,0.364,0.364,0.364,0.364,0,0,0,0,0,0,0,0,0.349,0.349,0.349,0.349,0.202,0.202,0.202,0.202,0,0,0,0,0.24450000000000002,0.3550000000000001,0.24974999999999997,0.29450000000000004,0.272125
523,like,0.368,0.368,0.368,0.368,0,0,0,0,0,0,0,0,0.673,0.673,0.673,0.673,0.6420000000000001,0.6420000000000001,0.6420000000000001,0.6420000000000001,0,0,0,0,0.49833333333333335,0.5275000000000001,0.4836666666666666,0.5421666666666667,0.5129166666666667
524,lisp,0.276,0.276,0.276,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3465,0,0.417,0.276,0.3465
525,listen,0.55,0.55,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4725,0,0.39499999999999996,0.55,0.4725
526,loathe,0.343,0.343,0.343,0.343,0,0,0,0,0,0,0,0,0.446,0.446,0.446,0.446,0.346,0.346,0.346,0.346,0,0,0,0,0.321,0.28375000000000006,0.26720000000000005,0.345,0.3061
527,lobby,0,0,0,0,0,0,0,0,0.466,0.466,0.466,0.466,0.254,0.254,0.254,0.254,0.269,0.269,0.269,0.269,0.5750000000000001,0.5750000000000001,0.5750000000000001,0.5750000000000001,0.3795,0.38666666666666666,0.377,0.3881428571428571,0.38257142857142856
528,log,0.356,0.356,0.356,0.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31450000000000006,0.30799999999999994,0.32200000000000006,0.30049999999999993,0.31124999999999997
529,long,0.465,0.465,0.465,0.465,0,0,0,0,0,0,0,0,0.488,0.488,0.488,0.488,0.244,0.244,0.244,0.244,0,0,0,0,0.4205,0.33675,0.3824,0.39159999999999995,0.38699999999999996
530,look,0,0,0,0,0,0,0,0,0,0,0,0,0.454,0.454,0.454,0.454,0.5710000000000001,0.5710000000000001,0.5710000000000001,0.5710000000000001,0,0,0,0,0.477,0.6635,0.4879999999999999,0.5903333333333333,0.5391666666666666
531,love,0.23899999999999996,0.23899999999999996,0.23899999999999996,0.23899999999999996,0,0,0,0,0.28600000000000003,0.28600000000000003,0.28600000000000003,0.28600000000000003,0.6039999999999999,0.6039999999999999,0.6039999999999999,0.6039999999999999,0.41200000000000003,0.41200000000000003,0.41200000000000003,0.41200000000000003,0,0,0,0,0.40625,0.42816666666666664,0.40685714285714286,0.42442857142857143,0.4156428571428572
532,lust,0,0,0,0,0,0,0,0,0.30700000000000005,0.30700000000000005,0.30700000000000005,0.30700000000000005,0.376,0.376,0.376,0.376,0,0,0,0,0,0,0,0,0.329,0.3325,0.29850000000000004,0.363,0.33075
533,madden,0,0,0,0,0.29100000000000004,0.29100000000000004,0.29100000000000004,0.29100000000000004,0.46499999999999997,0.46499999999999997,0.46499999999999997,0.46499999999999997,0,0,0,0,0,0,0,0,0.27399999999999997,0.27399999999999997,0.27399999999999997,0.27399999999999997,0.31649999999999995,0,0.2896666666666666,0.34333333333333343,0.31649999999999995
534,mail,0.199,0.199,0.199,0.199,0,0,0,0,0.183,0.183,0.183,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0.2605,0,0.33,0.191,0.2605
535,maintain,0.5860000000000001,0.5860000000000001,0.5860000000000001,0.5860000000000001,0,0,0,0,0,0,0,0,0.361,0.361,0.361,0.361,0.635,0.635,0.635,0.635,0,0,0,0,0.46349999999999997,0.5025,0.44520000000000004,0.513,0.4791
536,make,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0,0,0,0,0,0,0,0,0.441,0.441,0.441,0.441,0.541,0.4454999999999999,0.5096666666666667,0.5086666666666667,0.5091666666666668
537,make_out,0.5269999999999999,0.5269999999999999,0.5269999999999999,0.5269999999999999,0,0,0,0,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.41200000000000003,0.41200000000000003,0.41200000000000003,0.41200000000000003,0.33999999999999997,0.33999999999999997,0.33999999999999997,0.33999999999999997,0.675,0.675,0.675,0.675,0.45359999999999995,0.49499999999999994,0.48450000000000004,0.45375,0.469125
538,malign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45499999999999996,0.45499999999999996,0.45499999999999996,0.45499999999999996,0.37399999999999994,0,0.293,0.45499999999999996,0.37399999999999994
539,manage,0,0,0,0,0,0,0,0,0.364,0.364,0.364,0.364,0.562,0.562,0.562,0.562,0.617,0.617,0.617,0.617,0,0,0,0,0.4758333333333333,0.558,0.4882,0.5291999999999999,0.5086999999999999
540,mandate,0.472,0.472,0.472,0.472,0,0,0,0,0.316,0.316,0.316,0.316,0.34199999999999997,0.34199999999999997,0.34199999999999997,0.34199999999999997,0.34299999999999997,0.34299999999999997,0.34299999999999997,0.34299999999999997,0.171,0.171,0.171,0.171,0.3195,0.29866666666666664,0.30200000000000005,0.32137499999999997,0.3116875
541,manipulate,0,0,0,0,0,0,0,0,0.43,0.43,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0.2445,0.23500000000000001,0.3745,0.30475
542,manufacture,0.33799999999999997,0.33799999999999997,0.33799999999999997,0.33799999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0.306,0.306,0.306,0.33399999999999996,0.3625,0.3509999999999999,0.336,0.34349999999999997
543,mark,0.32300000000000006,0.32300000000000006,0.32300000000000006,0.32300000000000006,0,0,0,0,0.552,0.552,0.552,0.552,0,0,0,0,0,0,0,0,0.591,0.591,0.591,0.591,0.4085,0.419,0.3688333333333333,0.4586666666666667,0.41375000000000006
544,marvel,0.46799999999999997,0.46799999999999997,0.46799999999999997,0.46799999999999997,0.259,0.259,0.259,0.259,0,0,0,0,0,0,0,0,0.38099999999999995,0.38099999999999995,0.38099999999999995,0.38099999999999995,0.219,0.219,0.219,0.219,0.353375,0.25575000000000003,0.3345,0.30716666666666664,0.32083333333333336
545,mean,0,0,0,0,0,0,0,0,0.602,0.602,0.602,0.602,0.714,0.714,0.714,0.714,0.465,0.465,0.465,0.465,0.666,0.666,0.666,0.666,0.6345000000000001,0.691,0.6524000000000001,0.6392,0.6458000000000002
546,measure,0.41500000000000004,0.41500000000000004,0.41500000000000004,0.41500000000000004,0,0,0,0,0.20200000000000004,0.20200000000000004,0.20200000000000004,0.20200000000000004,0,0,0,0,0,0,0,0,0.554,0.554,0.554,0.554,0.4143333333333333,0.442,0.4268,0.424,0.42540000000000006
547,meditate,0,0,0,0,0,0,0,0,0,0,0,0,0.32399999999999995,0.32399999999999995,0.32399999999999995,0.32399999999999995,0.345,0.345,0.345,0.345,0,0,0,0,0.2875,0,0.2405,0.3345,0.2875
548,meet,0,0,0,0,0,0,0,0,0,0,0,0,0.384,0.384,0.384,0.384,0,0,0,0,0,0,0,0,0.4175000000000001,0,0.45099999999999996,0.384,0.4175000000000001
549,mention,0.20299999999999999,0.20299999999999999,0.20299999999999999,0.20299999999999999,0,0,0,0,0,0,0,0,0.27599999999999997,0.27599999999999997,0.27599999999999997,0.27599999999999997,0.434,0.434,0.434,0.434,0.38099999999999995,0.38099999999999995,0.38099999999999995,0.38099999999999995,0.30625,0.357,0.2871666666666666,0.3591666666666667,0.32316666666666666
550,miff,0,0,0,0,0.323,0.323,0.323,0.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3145,0.2245,0.3245,0.2145,0.26949999999999996
551,mind,0,0,0,0,0,0,0,0,0,0,0,0,0.351,0.351,0.351,0.351,0,0,0,0,0,0,0,0,0.31,0,0.269,0.351,0.31
552,misinform,0.279,0.279,0.279,0.279,0.357,0.357,0.357,0.357,0.302,0.302,0.302,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0.2746666666666666,0.30250000000000005,0.23659999999999998,0.335,0.2858
553,misjudge,0.20400000000000001,0.20400000000000001,0.20400000000000001,0.20400000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0.421,0.421,0.421,0.3225,0.418,0.37099999999999994,0.33766666666666667,0.35433333333333333
554,mislead,0.345,0.345,0.345,0.345,0.23899999999999996,0.23899999999999996,0.23899999999999996,0.23899999999999996,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.086,0.086,0.086,0.086,0.269375,0.2835,0.3028333333333333,0.24533333333333335,0.27408333333333335
555,miss,0.253,0.253,0.253,0.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31100000000000005,0.32199999999999995,0.282,0.35100000000000003,0.3165
556,mistrust,0.46699999999999997,0.46699999999999997,0.46699999999999997,0.46699999999999997,0,0,0,0,0.31700000000000006,0.31700000000000006,0.31700000000000006,0.31700000000000006,0.301,0.301,0.301,0.301,0,0,0,0,0,0,0,0,0.3576666666666667,0.3344999999999999,0.36825,0.3355,0.351875
557,moan,0.509,0.509,0.509,0.509,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0.19,0.19,0,0,0,0,0.34950000000000003,0.34199999999999997,0.33575,0.35575,0.34575
558,mock,0,0,0,0,0.24900000000000003,0.24900000000000003,0.24900000000000003,0.24900000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2895,0,0.33,0.24900000000000003,0.2895
559,monitor,0,0,0,0,0,0,0,0,0.22999999999999998,0.22999999999999998,0.22999999999999998,0.22999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0.3305,0.2805,0.3535,0.2575,0.3055
560,mope,0,0,0,0,0,0,0,0,0,0,0,0,0.352,0.352,0.352,0.352,0,0,0,0,0,0,0,0,0.339,0.3245,0.37650000000000006,0.28700000000000003,0.33175000000000004
561,mortify,0,0,0,0,0.352,0.352,0.352,0.352,0.33799999999999997,0.33799999999999997,0.33799999999999997,0.33799999999999997,0,0,0,0,0,0,0,0,0.295,0.295,0.295,0.295,0.3015,0.2405,0.25083333333333335,0.29116666666666663,0.27099999999999996
562,motivate,0,0,0,0,0.322,0.322,0.322,0.322,0.40099999999999997,0.40099999999999997,0.40099999999999997,0.40099999999999997,0,0,0,0,0,0,0,0,0.35300000000000004,0.35300000000000004,0.35300000000000004,0.35300000000000004,0.3913333333333334,0.508,0.4618,0.4142,0.43799999999999994
563,mourn,0.21100000000000002,0.21100000000000002,0.21100000000000002,0.21100000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0.357,0.357,0.357,0,0,0,0,0.27599999999999997,0.2435,0.2776666666666666,0.25266666666666665,0.26516666666666666
564,move,0,0,0,0,0.286,0.286,0.286,0.286,0.44799999999999995,0.44799999999999995,0.44799999999999995,0.44799999999999995,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.41000000000000003,0,0,0,0,0,0,0,0,0.3458333333333333,0.38883333333333336,0.3963333333333333,0.3383333333333333,0.36733333333333335
565,mumble,0.43200000000000005,0.43200000000000005,0.43200000000000005,0.43200000000000005,0,0,0,0,0,0,0,0,0.264,0.264,0.264,0.264,0,0,0,0,0,0,0,0,0.37075,0.35600000000000004,0.36574999999999996,0.36100000000000004,0.363375
566,murmur,0.306,0.306,0.306,0.306,0,0,0,0,0,0,0,0,0.253,0.253,0.253,0.253,0.338,0.338,0.338,0.338,0.29100000000000004,0.29100000000000004,0.29100000000000004,0.29100000000000004,0.28900000000000003,0.3941666666666666,0.299,0.3691428571428571,0.3340714285714285
567,muse,0.37,0.37,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0.335,0.335,0.335,0,0,0,0,0.3212499999999999,0.263,0.293,0.3106666666666667,0.30183333333333334
568,mutter,0.3509999999999999,0.3509999999999999,0.3509999999999999,0.3509999999999999,0,0,0,0,0,0,0,0,0.393,0.393,0.393,0.393,0.369,0.369,0.369,0.369,0,0,0,0,0.3198333333333333,0.2678333333333333,0.25766666666666665,0.33,0.29383333333333334
569,mystify,0,0,0,0,0.269,0.269,0.269,0.269,0.30200000000000005,0.30200000000000005,0.30200000000000005,0.30200000000000005,0,0,0,0,0,0,0,0,0.13899999999999998,0.13899999999999998,0.13899999999999998,0.13899999999999998,0.29150000000000004,0.26325000000000004,0.29119999999999996,0.2692,0.2802
570,name,0.483,0.483,0.483,0.483,0,0,0,0,0.371,0.371,0.371,0.371,0,0,0,0,0,0,0,0,0,0,0,0,0.37025,0.35,0.3003333333333333,0.4266666666666667,0.3635
571,narrate,0.288,0.288,0.288,0.288,0.40700000000000003,0.40700000000000003,0.40700000000000003,0.40700000000000003,0,0,0,0,0.28099999999999997,0.28099999999999997,0.28099999999999997,0.28099999999999997,0,0,0,0,0,0,0,0,0.3298333333333333,0.42800000000000005,0.36124999999999996,0.34750000000000003,0.354375
